task_name,task_type,days_until_deadline,remaining_days,required_hours,progress_percent,current_cgpa,task_weight,weightage_marks,difficulty_level,stress_level,past_delay_history,dependency_count,risk_score,delay_days,will_delay
DBMS Lab - SQL Queries (Sem 1),lab_experiment,21,20,72.6,72,8.15,12,60,medium,critical,1,3,40.8,-2,0
Online Quiz #5,exam,31,28,14.6,94,4.46,13,33,medium,high,10,5,54.5,3,1
AI Lab - Search Algorithms (Sem 7),lab_experiment,32,28,34.5,5,9.92,34,23,medium,medium,10,2,51.4,9,1
Weekly Test #5,exam,18,14,30.3,22,5.15,25,29,hard,low,0,6,50.1,10,1
AI Lab - Search Algorithms #1,lab_experiment,9,7,27.9,16,9.97,35,22,very_hard,medium,5,4,76.3,3,1
DBMS Lab - SQL Queries (Sem 2),lab_experiment,10,10,36.1,100,7.62,5,67,hard,medium,7,5,42.5,0,0
DBMS Lab - SQL Queries #2,lab_experiment,30,28,25.7,70,5.18,30,47,easy,medium,0,6,34.0,-2,0
Internal Assessment (Sem 3),exam,2,2,8.9,43,9.69,49,61,medium,high,9,0,63.3,5,1
Surprise Test,exam,7,7,56.5,61,4.01,32,78,hard,low,8,1,58.0,3,1
OS Assignment #3,assignment,11,9,31.7,24,8.71,35,88,medium,high,3,3,50.7,9,1
Group Project - Web App (Sem 5),project,14,9,25.4,74,7.05,12,13,hard,critical,3,6,62.4,3,1
Capstone Project (Sem 3),project,3,0,65.8,100,4.14,13,84,medium,high,2,6,69.3,2,1
Computer Graphics Assignment #2,assignment,9,8,51.7,80,6.05,32,87,hard,medium,2,0,35.2,-2,0
Research Project,project,29,29,18.0,19,8.34,44,74,easy,high,9,6,57.6,1,1
Math Assignment (Sem 6),assignment,13,11,39.7,54,4.47,40,17,hard,critical,8,0,70.2,4,1
Algorithms Assignment #1,assignment,26,21,22.3,53,7.12,10,99,hard,low,4,1,41.4,-2,0
Final Year Project #3,project,7,6,9.1,13,4.72,27,44,hard,high,10,5,87.1,10,1
Computer Vision Lab (Sem 8),lab_experiment,23,23,48.1,79,8.8,8,87,very_hard,medium,4,0,42.0,8,1
IoT Based Project,project,31,29,78.3,38,7.25,18,60,easy,high,0,0,31.2,0,0
OS Assignment (Sem 6),assignment,11,6,33.9,79,6.31,18,87,medium,high,3,5,55.0,5,1
Group Project - Web App,project,31,27,33.7,14,6.23,26,35,hard,critical,0,2,60.8,4,1
Compiler Lab - Lexical Analysis #4,lab_experiment,25,21,44.2,71,7.88,49,79,easy,high,9,3,43.7,-3,0
Online Quiz #3,exam,11,11,55.0,72,8.39,15,46,easy,medium,10,3,33.1,-1,0
OS Assignment #5,assignment,10,6,8.8,0,5.41,46,84,easy,medium,6,3,68.6,8,1
Computer Graphics Assignment,assignment,18,16,54.4,48,7.18,50,15,medium,critical,9,2,64.4,3,1
Data Structures Assignment #5,assignment,28,24,66.4,41,6.9,17,87,hard,critical,0,1,52.5,8,1
Networking Assignment,assignment,24,24,13.1,47,9.8,40,62,hard,high,8,2,57.6,4,1
Web Dev Assignment (Sem 8),assignment,3,2,21.3,2,8.34,27,98,hard,critical,0,2,73.3,1,1
Machine Learning Assignment (Sem 4),assignment,32,27,31.5,63,9.27,5,14,very_hard,medium,5,2,51.9,12,1
DBMS Assignment (Sem 5),assignment,29,29,1.7,92,7.5,48,51,easy,medium,3,5,30.4,0,0
Compiler Lab - Lexical Analysis,lab_experiment,10,8,9.0,19,7.98,50,98,hard,critical,8,3,74.2,1,1
Data Structures Assignment (Sem 4),assignment,4,4,27.3,75,5.53,36,65,easy,low,4,4,46.6,4,1
AI Lab - Search Algorithms (Sem 7),lab_experiment,11,10,74.6,52,8.88,13,25,medium,high,9,2,46.9,9,1
Data Structures Assignment,assignment,10,5,17.4,89,4.14,31,68,hard,medium,5,5,65.3,7,1
Group Project - Web App (Sem 4),project,28,23,64.1,24,6.33,24,22,medium,medium,6,1,49.6,-2,0
Web Dev Assignment #3,assignment,10,6,54.2,93,7.43,46,11,medium,high,0,4,44.0,13,1
Unit Test #5,exam,18,17,32.4,42,9.72,36,32,easy,high,7,1,44.2,8,1
End-Semester Exam (Sem 6),exam,4,2,59.6,73,7.05,10,57,medium,low,4,4,51.4,6,1
Unit Test #5,exam,12,7,26.1,17,4.58,17,26,hard,low,8,3,69.3,11,1
Computer Vision Lab (Sem 1),lab_experiment,5,5,71.4,79,4.46,34,32,medium,high,10,5,67.6,4,1
Unit Test (Sem 5),exam,13,10,41.7,14,9.93,20,23,medium,critical,6,1,61.2,12,1
Internal Assessment,exam,29,28,23.2,8,5.32,5,24,easy,low,6,2,47.9,-1,0
DBMS Lab - SQL Queries #3,lab_experiment,23,20,40.7,86,4.17,28,52,hard,high,2,3,51.6,8,1
DBMS Assignment (Sem 1),assignment,13,9,37.8,79,9.61,35,88,hard,critical,7,5,64.7,3,1
Online Quiz (Sem 7),exam,26,24,7.2,27,6.09,33,98,medium,medium,9,3,53.9,8,1
IOT Lab Experiment,lab_experiment,21,18,41.0,5,6.66,11,88,very_hard,medium,0,5,60.1,13,1
Unit Test,exam,3,2,70.9,100,8.99,5,46,easy,critical,5,4,58.5,12,1
DS Lab - Linked List (Sem 4),lab_experiment,4,2,19.4,14,6.44,9,65,very_hard,high,9,5,95.1,8,1
Viva Voce,exam,15,15,9.8,67,8.84,42,52,very_hard,high,1,2,49.8,8,1
Research Project,project,15,15,26.4,47,9.61,38,61,easy,medium,2,1,27.4,0,0
AI Lab - Search Algorithms (Sem 5),lab_experiment,17,12,46.9,26,6.68,22,69,hard,medium,0,4,47.0,11,1
Math Assignment,assignment,31,28,42.8,80,5.84,8,17,easy,medium,4,6,41.8,-1,0
AI Lab - Search Algorithms #3,lab_experiment,20,19,33.1,54,9.74,23,49,medium,medium,7,0,36.5,-3,0
Software Engineering Assignment (Sem 3),assignment,20,15,35.8,28,5.78,33,69,medium,medium,8,5,62.7,5,1
Unit Test (Sem 4),exam,12,7,51.1,13,7.84,38,23,medium,medium,4,0,51.2,-2,0
Viva Voce (Sem 6),exam,18,14,37.1,3,8.34,43,17,medium,medium,0,6,43.7,-1,0
Practical Exam,exam,5,2,16.5,99,9.57,11,29,medium,critical,9,1,58.3,2,1
Computer Vision Lab #5,lab_experiment,19,14,11.0,6,6.2,26,92,very_hard,low,1,3,55.4,8,1
Module Exam #3,exam,9,4,32.9,19,8.56,22,37,medium,low,2,6,47.4,3,1
DBMS Assignment #2,assignment,2,2,34.1,73,6.43,34,30,medium,low,0,6,43.8,-3,0
Module Exam,exam,22,19,36.7,29,6.63,28,14,easy,medium,2,0,33.0,-1,0
Industry Internship Project,project,16,11,1.1,93,6.08,30,82,medium,high,10,5,51.4,-1,0
Viva Voce,exam,14,12,46.8,33,4.43,6,14,hard,high,0,4,56.0,10,1
Capstone Project #4,project,4,1,12.4,23,4.58,28,25,hard,high,5,0,92.2,10,1
Capstone Project (Sem 3),project,13,13,27.6,55,6.12,10,44,hard,medium,2,1,40.0,1,1
Final Year Project,project,30,25,4.6,58,6.74,15,28,hard,medium,9,6,56.9,6,1
Embedded Systems Lab,lab_experiment,22,17,32.4,10,6.92,30,98,hard,high,8,3,71.0,4,1
OS Assignment,assignment,6,1,28.7,87,9.61,14,36,medium,medium,2,1,47.0,-2,0
Capstone Project #3,project,13,9,64.3,50,7.92,45,33,medium,high,9,3,52.5,9,1
Online Quiz,exam,34,29,14.4,13,6.38,28,51,hard,low,9,1,54.2,4,1
Final Year Project #2,project,24,21,7.1,49,7.68,7,49,medium,medium,0,1,22.9,0,0
Viva Voce (Sem 2),exam,23,23,60.8,33,5.19,34,14,easy,high,7,0,53.8,6,1
Networking Assignment,assignment,10,7,65.6,96,5.65,47,44,hard,critical,6,0,70.5,5,1
End-Semester Exam #1,exam,13,10,58.8,22,9.17,48,61,medium,low,1,0,28.4,0,0
End-Semester Exam (Sem 6),exam,23,22,54.8,22,8.78,42,19,medium,medium,2,6,45.8,-2,0
Computer Vision Lab,lab_experiment,19,17,6.6,56,5.98,35,59,easy,medium,10,3,48.3,3,1
AI Lab - Search Algorithms #3,lab_experiment,13,13,40.5,71,5.3,47,46,easy,medium,3,3,40.5,-2,0
Mini Project #3,project,17,13,33.1,82,7.11,39,12,medium,medium,5,1,39.5,-3,0
Data Structures Assignment #2,assignment,11,11,49.7,88,6.45,6,45,medium,low,2,4,27.0,-3,0
DS Lab - Linked List #4,lab_experiment,9,4,9.8,60,5.73,16,73,hard,medium,2,5,60.6,3,1
Open Source Contribution (Sem 5),project,12,10,13.5,53,8.45,13,88,medium,high,3,3,42.7,-2,0
AI Lab - Search Algorithms,lab_experiment,29,25,7.8,78,8.97,44,74,easy,critical,6,0,43.8,11,1
Computer Graphics Assignment (Sem 1),assignment,21,17,58.2,33,4.12,18,39,medium,low,2,2,40.2,13,1
Practical Exam #2,exam,15,11,21.5,49,6.93,13,98,hard,high,2,1,48.5,3,1
Math Assignment,assignment,10,10,62.4,50,7.71,42,34,hard,low,7,2,45.2,6,1
OS Assignment (Sem 6),assignment,24,24,34.3,69,6.39,23,85,hard,critical,3,1,56.5,10,1
Mobile App Development #1,project,11,10,51.7,51,6.37,24,71,easy,high,8,0,44.2,4,1
OS Lab - Process Scheduling,lab_experiment,27,23,10.4,90,4.52,21,61,medium,medium,0,6,34.1,0,0
Embedded Systems Lab,lab_experiment,15,12,70.7,53,7.89,28,55,hard,critical,9,0,59.2,10,1
Mobile App Development #5,project,6,1,15.5,25,6.27,24,83,hard,high,5,5,96.4,2,1
Internal Assessment (Sem 1),exam,9,8,71.1,32,9.84,23,87,easy,medium,6,1,37.9,-3,0
Capstone Project (Sem 5),project,30,28,12.7,18,4.59,16,97,medium,critical,1,6,66.0,12,1
Group Project - Web App (Sem 2),project,28,23,46.5,29,5.54,18,23,medium,low,10,1,48.0,10,1
Module Exam,exam,21,16,17.3,21,6.84,6,48,medium,high,5,0,53.4,4,1
Online Quiz,exam,7,2,35.7,9,7.63,45,18,very_hard,medium,3,6,81.7,6,1
Weekly Test #1,exam,28,27,20.2,81,7.8,15,51,medium,medium,6,4,38.3,-2,0
OS Lab - Process Scheduling (Sem 3),lab_experiment,35,30,47.8,92,5.53,40,98,easy,critical,4,2,51.6,8,1
Machine Learning Assignment (Sem 2),assignment,26,21,41.6,10,6.56,16,57,very_hard,high,3,0,65.6,5,1
Internal Assessment,exam,7,6,73.7,55,4.67,19,63,medium,medium,6,0,53.9,7,1
Software Engineering Assignment #1,assignment,8,7,36.8,2,6.9,47,98,hard,medium,1,1,59.3,8,1
Weekly Test (Sem 7),exam,26,24,77.1,9,5.04,34,77,hard,high,0,5,65.6,11,1
Industry Internship Project (Sem 3),project,16,13,78.9,6,5.64,40,65,easy,low,9,6,57.8,2,1
Capstone Project #5,project,28,23,74.9,49,8.14,36,43,easy,high,1,4,36.8,-2,0
Practical Exam #2,exam,12,10,64.1,33,6.35,11,65,easy,high,8,6,56.5,12,1
Mid-Semester Exam,exam,30,27,38.7,36,6.07,31,85,hard,high,1,2,51.9,3,1
Mid-Semester Exam #5,exam,9,6,54.5,7,5.31,26,92,medium,medium,8,1,66.2,4,1
Networking Assignment #2,assignment,17,16,71.6,39,5.22,27,78,hard,high,9,4,71.9,2,1
Capstone Project (Sem 4),project,15,11,74.6,90,8.81,41,28,easy,high,4,1,32.1,0,0
Group Project - Web App,project,19,16,8.7,59,8.87,32,57,very_hard,critical,5,4,74.4,13,1
Practical Exam #2,exam,25,25,34.6,72,7.13,26,74,hard,low,4,4,45.2,0,0
OS Lab - Process Scheduling (Sem 8),lab_experiment,8,4,27.3,88,7.77,12,67,hard,high,9,2,54.6,4,1
Algorithms Assignment #5,assignment,5,5,29.1,39,8.33,7,84,medium,high,2,2,47.9,3,1
Weekly Test #3,exam,2,0,13.6,85,8.15,45,98,medium,critical,0,1,59.5,6,1
Weekly Test,exam,4,1,63.4,84,9.29,41,87,medium,low,10,0,52.3,10,1
Software Engineering Assignment (Sem 2),assignment,29,27,2.8,21,8.96,19,45,very_hard,medium,5,5,67.7,1,1
End-Semester Exam,exam,17,16,45.5,17,4.32,14,50,easy,high,9,0,55.0,1,1
Computer Vision Lab,lab_experiment,30,25,8.4,56,5.54,48,67,easy,high,5,2,54.6,-1,0
DS Lab - Linked List (Sem 4),lab_experiment,19,19,20.9,63,6.07,49,47,medium,critical,4,2,58.3,3,1
Group Project - Web App,project,29,24,45.1,39,9.31,31,53,easy,critical,3,5,54.3,5,1
OS Lab - Process Scheduling #5,lab_experiment,3,2,4.3,54,8.77,30,94,hard,medium,4,6,66.2,10,1
Networking Assignment #3,assignment,29,29,77.3,87,6.9,45,34,medium,high,10,1,46.1,-3,0
Mini Project,project,24,20,13.6,49,8.02,32,95,easy,low,3,0,22.4,0,0
Open Source Contribution (Sem 2),project,25,25,44.0,7,4.93,20,79,hard,critical,9,5,87.6,8,1
DBMS Assignment (Sem 8),assignment,30,28,19.9,45,6.54,22,94,easy,low,10,5,43.2,-2,0
Viva Voce (Sem 3),exam,13,12,47.8,72,8.21,15,49,hard,high,3,4,48.1,12,1
Surprise Test,exam,5,2,51.1,79,4.45,25,11,hard,high,0,5,65.7,4,1
Weekly Test (Sem 7),exam,11,7,27.9,73,9.7,10,13,medium,high,3,1,42.4,-2,0
IOT Lab Experiment,lab_experiment,32,30,43.7,6,9.15,49,48,hard,medium,9,4,63.7,12,1
DS Lab - Linked List (Sem 6),lab_experiment,16,11,27.2,23,4.16,5,97,very_hard,critical,10,2,84.9,11,1
Viva Voce #3,exam,20,19,1.3,34,4.34,11,98,medium,critical,0,1,51.3,11,1
Network Lab - Packet Analysis #1,lab_experiment,14,10,49.4,17,6.07,21,90,hard,critical,3,4,72.7,2,1
Networking Assignment (Sem 1),assignment,8,8,58.1,29,7.84,13,75,hard,low,2,6,43.5,0,0
Computer Vision Lab #3,lab_experiment,11,11,13.3,27,6.78,46,17,medium,high,10,5,66.2,4,1
OS Lab - Process Scheduling #2,lab_experiment,6,3,31.6,55,9.01,44,88,easy,critical,7,2,67.4,7,1
DBMS Lab - SQL Queries #2,lab_experiment,15,11,71.4,44,7.37,45,89,very_hard,critical,5,3,81.7,3,1
Computer Graphics Assignment (Sem 6),assignment,5,1,71.8,72,5.82,24,19,hard,medium,3,6,79.0,8,1
Group Project - Web App #4,project,33,30,74.9,98,7.05,39,64,very_hard,critical,6,3,70.3,10,1
Practical Exam (Sem 8),exam,2,0,10.3,52,9.17,8,60,medium,high,9,3,73.4,5,1
End-Semester Exam (Sem 6),exam,20,20,25.7,17,9.24,26,62,medium,low,2,3,36.2,-1,0
Industry Internship Project,project,32,27,44.1,100,8.66,49,60,medium,low,10,3,30.9,-2,0
Digital Electronics Lab (Sem 1),lab_experiment,9,9,34.0,97,6.79,5,90,hard,low,9,1,35.1,-2,0
Unit Test,exam,17,17,14.8,86,8.33,21,99,hard,critical,2,3,48.9,7,1
Compiler Lab - Lexical Analysis (Sem 5),lab_experiment,16,14,47.6,60,7.78,25,95,easy,high,5,2,41.5,-1,0
Digital Electronics Lab (Sem 4),lab_experiment,28,27,27.2,84,5.76,43,90,hard,high,1,3,50.5,10,1
Internal Assessment,exam,8,4,57.5,83,8.08,10,26,very_hard,high,0,0,44.4,-3,0
ML Model Project,project,24,24,10.7,36,9.36,32,40,medium,critical,9,4,64.0,10,1
Data Structures Assignment #3,assignment,23,21,48.8,49,7.81,11,89,hard,critical,4,0,55.3,1,1
Surprise Test (Sem 6),exam,8,6,73.0,37,6.15,22,31,easy,high,2,0,45.8,-1,0
Machine Learning Assignment #2,assignment,12,8,3.8,59,7.28,16,51,medium,high,4,0,43.8,-1,0
Computer Graphics Assignment #1,assignment,14,11,61.0,0,9.89,33,84,very_hard,high,0,6,65.3,11,1
Mini Project,project,8,6,65.5,21,8.9,21,81,medium,high,5,6,67.9,13,1
Surprise Test #3,exam,19,14,5.9,52,7.5,13,27,medium,high,1,6,40.9,-1,0
Industry Internship Project #3,project,28,28,68.2,82,5.07,32,25,easy,low,3,2,29.8,-3,0
OS Lab - Process Scheduling #5,lab_experiment,23,18,62.4,74,4.66,35,36,hard,high,3,4,59.7,6,1
Group Project - Web App #2,project,22,18,55.9,34,7.55,10,41,hard,high,8,3,59.2,14,1
OS Assignment (Sem 2),assignment,30,25,55.4,90,8.08,12,39,medium,medium,5,5,38.2,-2,0
DS Lab - Linked List,lab_experiment,7,5,7.4,56,4.07,34,22,easy,medium,9,3,56.2,-2,0
Digital Electronics Lab (Sem 1),lab_experiment,23,23,16.2,22,5.04,8,74,very_hard,low,0,2,50.4,5,1
Internal Assessment (Sem 2),exam,19,15,62.3,99,7.37,31,42,hard,medium,0,6,35.3,-1,0
Compiler Lab - Lexical Analysis,lab_experiment,27,22,15.7,37,4.98,22,22,medium,high,8,6,66.8,13,1
DBMS Lab - SQL Queries #2,lab_experiment,23,21,17.6,4,5.34,8,53,hard,medium,2,2,57.0,12,1
Web Dev Assignment,assignment,31,29,42.1,29,6.45,15,30,easy,high,5,6,57.7,3,1
Industry Internship Project #4,project,13,12,7.4,49,9.72,5,91,easy,low,8,1,27.7,-3,0
AI Lab - Search Algorithms (Sem 8),lab_experiment,15,12,23.5,81,7.82,47,37,medium,high,2,0,31.5,-2,0
Mid-Semester Exam,exam,10,8,74.0,48,7.25,49,84,medium,high,9,0,52.3,14,1
Module Exam #5,exam,13,8,73.0,74,5.67,43,66,easy,medium,2,5,40.5,-3,0
Weekly Test,exam,21,21,36.4,46,6.47,41,42,hard,critical,6,2,70.9,2,1
Viva Voce #3,exam,24,22,39.3,66,4.41,23,50,easy,low,8,6,44.1,9,1
ML Model Project,project,32,28,49.2,3,5.5,10,70,very_hard,medium,1,1,60.4,10,1
Networking Assignment #4,assignment,12,8,18.3,27,6.93,35,26,hard,critical,1,2,62.1,5,1
Network Lab - Packet Analysis,lab_experiment,10,10,57.6,67,8.06,22,22,easy,medium,2,1,21.8,0,0
OS Lab - Process Scheduling,lab_experiment,22,19,28.3,61,4.3,48,16,very_hard,medium,3,4,64.6,10,1
Capstone Project #2,project,5,5,79.4,67,6.05,38,34,very_hard,medium,5,5,73.4,9,1
Embedded Systems Lab,lab_experiment,20,16,23.2,98,8.6,11,17,hard,medium,8,4,41.5,12,1
Machine Learning Assignment (Sem 2),assignment,21,19,15.3,15,6.98,50,81,medium,low,10,0,47.0,7,1
Internal Assessment #2,exam,8,6,16.4,36,7.38,34,22,hard,medium,10,0,61.2,5,1
Computer Graphics Assignment #2,assignment,6,4,62.2,80,9.83,7,13,hard,low,7,1,41.7,2,1
Group Project - Web App #2,project,21,20,1.3,66,7.93,47,73,hard,low,4,3,41.5,-2,0
Web Dev Assignment,assignment,30,29,29.9,79,8.87,42,65,very_hard,critical,0,1,50.4,-1,0
Computer Graphics Assignment #5,assignment,25,24,79.7,37,7.91,28,32,very_hard,medium,9,4,63.4,11,1
Math Assignment,assignment,6,2,37.6,64,7.46,11,64,medium,critical,0,0,53.3,9,1
Data Structures Assignment #3,assignment,1,0,37.9,49,4.35,47,26,medium,medium,5,6,84.9,8,1
End-Semester Exam,exam,9,6,69.0,96,7.22,35,49,medium,high,7,5,59.3,4,1
Weekly Test #1,exam,16,16,69.4,29,9.17,16,23,easy,high,8,1,44.8,-2,0
Group Project - Web App #4,project,26,26,8.4,76,7.98,7,36,very_hard,high,0,1,39.5,0,0
DS Lab - Linked List #4,lab_experiment,4,1,62.8,86,5.77,16,96,medium,critical,2,4,78.4,3,1
Viva Voce (Sem 6),exam,23,21,40.1,28,8.87,32,87,easy,medium,9,6,47.6,1,1
Embedded Systems Lab #3,lab_experiment,25,23,13.5,26,6.65,21,65,medium,critical,2,1,54.9,7,1
Mobile App Development #1,project,23,20,47.5,35,8.83,26,31,hard,medium,2,5,48.6,1,1
Surprise Test,exam,13,11,48.7,68,4.32,22,39,medium,high,10,3,56.6,1,1
AI Lab - Search Algorithms,lab_experiment,2,2,34.8,15,6.09,26,40,very_hard,high,5,1,88.6,2,1
Math Assignment #3,assignment,0,0,28.4,86,8.45,18,91,medium,critical,0,5,64.6,9,1
Open Source Contribution #1,project,21,16,60.1,45,9.92,46,38,medium,medium,10,4,48.6,8,1
Surprise Test #4,exam,6,4,59.0,20,7.79,46,17,hard,high,3,3,67.6,9,1
IOT Lab Experiment (Sem 7),lab_experiment,12,8,78.4,86,7.17,8,98,very_hard,medium,10,6,58.6,7,1
Research Project,project,28,24,9.5,67,4.03,30,66,medium,high,9,2,55.6,6,1
OS Assignment (Sem 4),assignment,29,28,64.5,52,6.89,46,92,hard,high,7,2,62.2,3,1
IOT Lab Experiment,lab_experiment,24,23,58.5,79,9.77,28,88,hard,low,1,6,32.0,0,0
Weekly Test,exam,27,26,4.3,91,5.47,9,38,hard,low,4,2,40.7,0,0
End-Semester Exam,exam,26,22,66.7,84,5.73,47,17,medium,medium,8,0,42.9,7,1
Network Lab - Packet Analysis,lab_experiment,2,2,37.0,24,9.31,20,100,medium,high,1,4,60.2,5,1
Capstone Project (Sem 1),project,17,14,64.2,29,6.85,45,23,very_hard,high,2,3,67.7,6,1
IOT Lab Experiment,lab_experiment,2,2,2.3,51,7.82,46,66,medium,low,9,5,59.4,8,1
OS Assignment,assignment,16,11,54.4,100,6.39,9,79,easy,low,8,2,24.9,-2,0
Final Year Project,project,26,26,8.9,19,8.5,13,24,easy,medium,3,6,41.5,-3,0
End-Semester Exam,exam,28,24,72.8,93,6.27,17,44,hard,low,6,3,41.1,0,0
Mini Project #1,project,21,19,7.3,99,9.95,19,32,hard,high,5,0,41.1,10,1
ML Model Project (Sem 6),project,23,20,10.6,57,4.88,9,72,easy,high,5,2,50.5,14,1
Surprise Test #4,exam,2,1,56.8,94,4.94,50,20,hard,high,2,2,75.2,14,1
Module Exam (Sem 6),exam,16,14,49.8,42,4.01,15,47,easy,medium,2,3,40.1,-2,0
Compiler Lab - Lexical Analysis,lab_experiment,24,21,50.7,36,7.02,36,25,hard,critical,2,0,59.4,3,1
Software Engineering Assignment (Sem 4),assignment,30,25,11.3,30,4.64,38,63,medium,high,7,2,63.8,5,1
Network Lab - Packet Analysis (Sem 8),lab_experiment,3,0,73.0,78,4.37,24,88,medium,low,9,3,67.8,7,1
Capstone Project (Sem 3),project,12,12,51.0,90,7.65,32,93,medium,high,1,5,35.2,-3,0
Weekly Test #1,exam,30,26,26.9,32,9.92,25,91,medium,medium,4,3,44.1,-1,0
Capstone Project (Sem 4),project,31,26,36.6,44,5.19,15,69,medium,high,10,6,64.7,3,1
Group Project - Web App #2,project,27,24,34.7,41,5.54,39,90,medium,medium,4,6,57.7,10,1
Online Quiz (Sem 6),exam,13,8,5.6,93,4.18,6,29,hard,high,3,3,51.0,0,0
Surprise Test,exam,21,17,14.6,27,4.82,20,49,hard,medium,3,1,54.6,6,1
Mobile App Development,project,28,24,48.3,93,8.59,28,71,hard,medium,10,1,38.2,-3,0
Computer Vision Lab,lab_experiment,7,6,64.9,59,7.83,9,88,easy,medium,7,3,43.1,-3,0
Algorithms Assignment,assignment,16,11,62.0,13,7.82,14,37,easy,medium,4,1,37.8,-3,0
Math Assignment (Sem 8),assignment,32,29,27.7,73,8.65,29,35,very_hard,medium,10,2,52.3,1,1
Weekly Test,exam,29,27,6.1,83,9.63,40,21,easy,high,4,2,35.4,-2,0
Data Structures Assignment #2,assignment,8,7,60.3,86,6.25,30,82,medium,medium,6,5,53.8,4,1
Machine Learning Assignment,assignment,30,29,69.8,56,6.5,19,98,hard,low,3,0,36.7,-3,0
IoT Based Project,project,8,8,22.0,23,6.59,23,27,hard,low,6,5,59.7,13,1
Online Quiz,exam,21,16,16.9,93,7.04,9,62,medium,high,2,5,40.3,9,1
Viva Voce (Sem 6),exam,14,9,38.5,31,7.35,42,47,medium,medium,8,4,56.0,8,1
AI Lab - Search Algorithms (Sem 8),lab_experiment,21,17,43.9,23,9.55,23,53,medium,medium,10,2,46.7,3,1
Data Structures Assignment #1,assignment,24,20,49.3,15,4.66,35,67,medium,high,5,1,64.5,10,1
Math Assignment #4,assignment,30,29,78.1,55,7.57,18,40,hard,high,0,0,34.8,-2,0
Practical Exam (Sem 6),exam,10,5,30.2,88,5.24,36,95,hard,low,5,1,53.0,5,1
Module Exam,exam,7,7,59.3,14,4.38,27,25,medium,high,5,4,77.9,4,1
Research Project,project,10,10,27.8,74,5.85,19,80,medium,medium,1,3,36.1,-3,0
Compiler Lab - Lexical Analysis #5,lab_experiment,33,28,53.9,87,7.51,8,54,hard,medium,2,2,30.4,0,0
IOT Lab Experiment #2,lab_experiment,11,6,62.5,15,6.58,14,10,hard,high,8,3,76.4,11,1
Open Source Contribution (Sem 3),project,25,22,39.0,13,5.89,30,94,medium,low,9,3,56.4,14,1
Mid-Semester Exam (Sem 7),exam,18,18,55.0,82,4.77,39,50,very_hard,high,8,2,68.5,10,1
Viva Voce #1,exam,30,26,19.7,12,8.6,10,21,medium,high,8,2,54.6,5,1
DBMS Assignment,assignment,16,16,32.1,88,7.94,5,41,hard,medium,2,1,27.9,-1,0
Machine Learning Assignment,assignment,24,19,8.0,45,6.39,17,98,very_hard,high,3,6,68.7,10,1
Mini Project (Sem 5),project,12,10,25.3,25,4.18,34,92,medium,medium,10,6,63.4,8,1
Capstone Project (Sem 2),project,30,28,72.0,95,8.95,27,22,medium,low,3,1,19.7,-2,0
Internal Assessment,exam,3,1,37.1,45,6.78,37,58,medium,low,0,1,51.7,14,1
Mid-Semester Exam #4,exam,13,13,75.0,73,7.84,27,12,medium,medium,2,3,30.1,-3,0
Software Engineering Assignment #5,assignment,16,11,17.5,49,8.58,21,73,medium,low,4,0,29.3,-2,0
Mid-Semester Exam (Sem 4),exam,17,13,23.4,26,5.91,29,16,easy,critical,8,5,72.7,11,1
OS Lab - Process Scheduling,lab_experiment,17,12,18.1,70,4.73,18,100,hard,high,2,3,53.8,2,1
Machine Learning Assignment (Sem 4),assignment,26,26,76.3,68,6.87,43,26,easy,medium,1,6,33.7,-3,0
IoT Based Project (Sem 7),project,0,0,41.4,66,6.59,33,97,hard,high,2,3,76.1,3,1
Surprise Test,exam,25,21,49.6,21,7.06,30,65,medium,high,7,3,61.8,4,1
Networking Assignment #1,assignment,19,18,10.1,41,4.83,36,96,very_hard,high,5,2,76.4,10,1
IOT Lab Experiment,lab_experiment,6,2,70.4,41,6.62,32,90,hard,low,3,4,64.0,2,1
Research Project #4,project,12,8,55.8,52,5.03,10,34,medium,medium,5,0,45.6,4,1
AI Lab - Search Algorithms (Sem 1),lab_experiment,17,15,79.3,53,9.07,37,66,medium,medium,4,3,41.1,12,1
Viva Voce,exam,19,16,18.2,71,7.96,11,26,very_hard,critical,8,4,69.9,8,1
ML Model Project,project,6,6,27.9,26,5.86,47,58,medium,medium,10,3,68.5,6,1
Industry Internship Project (Sem 7),project,24,23,44.1,34,5.76,36,20,medium,low,5,5,56.8,4,1
AI Lab - Search Algorithms #1,lab_experiment,14,11,66.3,17,7.67,44,67,medium,medium,6,6,56.0,3,1
Software Engineering Assignment,assignment,32,28,19.4,48,6.64,48,72,medium,medium,1,0,33.2,-1,0
Computer Vision Lab (Sem 2),lab_experiment,24,24,42.1,90,4.33,5,37,hard,critical,0,4,52.5,12,1
Compiler Lab - Lexical Analysis #5,lab_experiment,28,23,10.0,62,5.19,13,16,medium,high,6,3,56.9,7,1
Online Quiz (Sem 2),exam,31,29,38.5,65,6.99,46,89,medium,medium,4,2,42.6,0,0
Weekly Test,exam,5,3,70.0,11,6.75,43,47,medium,high,9,0,74.1,7,1
DS Lab - Linked List,lab_experiment,4,0,69.0,92,8.69,18,27,hard,high,6,3,73.4,9,1
Open Source Contribution,project,0,0,19.1,49,9.64,26,17,hard,critical,5,1,86.8,5,1
OS Assignment,assignment,26,23,79.8,47,9.06,19,37,medium,high,4,4,49.5,6,1
